event_name,type,playerAName,associationPlayer_A,playerBName,associationPlayer_B,playerXName,associationPlayer_X,playerYName,associationPlayer_Y,stage,matchDateTime,setsWon_A,setsWon_X,pointTotal_A,pointTotal_X,set1_AB,set1_XY,set2_AB,set2_XY,set3_AB,set3_XY
Porto Alegre Challenger Cup,SinglesFree,Joao Paulo  Farias,Brazil,,,Marlon Rodrigues,Brazil,,,0.0,2020-12-19T14:00:00,0,2,18,24,11,12,7,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Refael  Ankona,Israel,,,0.0,2020-12-19T14:00:00,2,0,24,10,12,3,12,7,0,0
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Xicote Simplicio Uchoa,Brazil,,,0.0,2020-12-19T14:20:00,2,0,24,13,12,8,12,5,0,0
Porto Alegre Challenger Cup,SinglesFree,Refael  Ankona,Israel,,,Joao Paulo  Farias,Brazil,,,0.0,2020-12-19T14:20:00,1,2,25,34,7,12,12,10,6,12
Porto Alegre Challenger Cup,SinglesFree,Lucas Alexandre,Brazil,,,Leonardo Nunes,Brazil,,,0.0,2020-12-19T14:40:00,0,2,13,24,6,12,7,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Santana,Brazil,,,Rodrigo  Alvim,Brazil,,,0.0,2020-12-19T14:40:00,2,0,24,18,12,9,12,9,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Leonardo Nunes,Brazil,,,0.0,2020-12-19T15:00:00,2,0,24,4,12,1,12,3,0,0
Porto Alegre Challenger Cup,SinglesFree,Lucas Alexandre,Brazil,,,Leonardo Santana,Brazil,,,0.0,2020-12-19T15:00:00,0,2,17,24,8,12,9,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Rodrigo  Alvim,Brazil,,,0.0,2020-12-19T15:20:00,2,0,24,11,12,6,12,5,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Santana,Brazil,,,Leonardo Nunes,Brazil,,,0.0,2020-12-19T15:20:00,2,0,24,17,12,7,12,10,0,0
Porto Alegre Challenger Cup,SinglesFree,Rodrigo  Alvim,Brazil,,,Leonardo Nunes,Brazil,,,0.0,2020-12-19T15:40:00,2,1,35,25,12,8,11,12,12,5
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Lucas Alexandre,Brazil,,,0.0,2020-12-19T15:40:00,2,0,24,4,12,2,12,2,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Leonardo Santana,Brazil,,,0.0,2020-12-19T16:00:00,2,0,24,20,12,9,12,11,0,0
Porto Alegre Challenger Cup,SinglesFree,Lucas Alexandre,Brazil,,,Rodrigo  Alvim,Brazil,,,0.0,2020-12-19T16:00:00,0,2,14,24,8,12,6,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Cassio Da Silva Da Silveira,Brazil,Rogerio Abreu Da Silveira,Brazil,0.0,2020-12-20T10:00:00,2,0,24,6,12,3,12,3,0,0
Porto Alegre Challenger Cup,DoublesFree,Carlos Vasques,Brazil,Jeferson Monteiro Soares,Brazil,Sidney Luan  Alves Martins,Brazil,Waldemar Dorneles Junior,Brazil,0.0,2020-12-20T10:00:00,2,1,35,21,11,12,12,3,12,6
Porto Alegre Challenger Cup,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Paulo Roberto Kendzerski Junior,Brazil,Rodrigo  Alvim,Brazil,0.0,2020-12-20T11:00:00,2,0,24,8,12,3,12,5,0,0
Porto Alegre Challenger Cup,DoublesFree,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,Maor Ankona,Israel,Refael  Ankona,Israel,0.0,2020-12-20T11:00:00,2,0,24,9,12,6,12,3,0,0
Porto Alegre Challenger Cup,DoublesFree,Leonardo Santana,Brazil,Marcos Vieira,Brazil,Joao Paulo  Farias,Brazil,Leonardo Nunes,Brazil,0.0,2020-12-20T12:00:00,2,0,24,13,12,8,12,5,0,0
Porto Alegre Challenger Cup,DoublesFree,Ruy Castro,Brazil,Thiago Gabriel Rodrigues Paz,Brazil,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,0.0,2020-12-20T12:00:00,0,2,10,24,5,12,5,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,Marlon Rodrigues,Brazil,Xicote Simplicio Uchoa,Brazil,0.0,2020-12-20T13:00:00,2,0,24,14,12,5,12,9,0,0
Porto Alegre Challenger Cup,DoublesFree,Danrlei Santos Massena,Brazil,Lucas Alexandre,Brazil,Pedro Silveira Jurado,Brazil,Rafael  Silva De Menezes,Brazil,0.0,2020-12-20T13:00:00,0,2,13,24,8,12,5,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Carlos Vasques,Brazil,Jeferson Monteiro Soares,Brazil,0.0,2020-12-20T10:20:00,2,1,36,29,12,5,10,12,14,12
Porto Alegre Challenger Cup,DoublesFree,Sidney Luan  Alves Martins,Brazil,Waldemar Dorneles Junior,Brazil,Cassio Da Silva Da Silveira,Brazil,Rogerio Abreu Da Silveira,Brazil,0.0,2020-12-20T10:20:00,2,0,24,21,12,11,12,10,0,0
Porto Alegre Challenger Cup,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Sidney Luan  Alves Martins,Brazil,Waldemar Dorneles Junior,Brazil,0.0,2020-12-20T10:40:00,2,0,24,14,12,6,12,8,0,0
Porto Alegre Challenger Cup,DoublesFree,Carlos Vasques,Brazil,Jeferson Monteiro Soares,Brazil,Cassio Da Silva Da Silveira,Brazil,Rogerio Abreu Da Silveira,Brazil,0.0,2020-12-20T10:40:00,2,0,24,15,12,8,12,7,0,0
Porto Alegre Challenger Cup,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,0.0,2020-12-20T11:20:00,2,1,35,28,11,12,12,6,12,10
Porto Alegre Challenger Cup,DoublesFree,Maor Ankona,Israel,Refael  Ankona,Israel,Paulo Roberto Kendzerski Junior,Brazil,Rodrigo  Alvim,Brazil,0.0,2020-12-20T11:20:00,2,1,34,23,10,12,12,7,12,4
Porto Alegre Challenger Cup,DoublesFree,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,Maor Ankona,Israel,Refael  Ankona,Israel,0.0,2020-12-20T11:40:00,2,0,24,4,12,2,12,2,0,0
Porto Alegre Challenger Cup,DoublesFree,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,Paulo Roberto Kendzerski Junior,Brazil,Rodrigo  Alvim,Brazil,0.0,2020-12-20T11:40:00,2,0,24,9,12,6,12,3,0,0
Porto Alegre Challenger Cup,DoublesFree,Leonardo Santana,Brazil,Marcos Vieira,Brazil,Ruy Castro,Brazil,Thiago Gabriel Rodrigues Paz,Brazil,0.0,2020-12-20T12:20:00,2,0,24,7,12,4,12,3,0,0
Porto Alegre Challenger Cup,DoublesFree,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,Joao Paulo  Farias,Brazil,Leonardo Nunes,Brazil,0.0,2020-12-20T12:20:00,2,1,32,26,12,8,8,12,12,6
Porto Alegre Challenger Cup,DoublesFree,Leonardo Santana,Brazil,Marcos Vieira,Brazil,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,0.0,2020-12-20T12:40:00,0,2,17,24,11,12,6,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Ruy Castro,Brazil,Thiago Gabriel Rodrigues Paz,Brazil,Joao Paulo  Farias,Brazil,Leonardo Nunes,Brazil,0.0,2020-12-20T12:40:00,2,1,29,26,12,7,5,12,12,7
Porto Alegre Challenger Cup,DoublesFree,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,Danrlei Santos Massena,Brazil,Lucas Alexandre,Brazil,0.0,2020-12-20T13:20:00,2,0,24,0,12,0,12,0,0,0
Porto Alegre Challenger Cup,DoublesFree,Pedro Silveira Jurado,Brazil,Rafael  Silva De Menezes,Brazil,Marlon Rodrigues,Brazil,Xicote Simplicio Uchoa,Brazil,0.0,2020-12-20T13:20:00,0,2,15,24,7,12,8,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,Pedro Silveira Jurado,Brazil,Rafael  Silva De Menezes,Brazil,0.0,2020-12-20T13:40:00,2,0,24,16,12,7,12,9,0,0
Porto Alegre Challenger Cup,DoublesFree,Danrlei Santos Massena,Brazil,Lucas Alexandre,Brazil,Marlon Rodrigues,Brazil,Xicote Simplicio Uchoa,Brazil,0.0,2020-12-20T13:40:00,0,2,0,24,0,12,0,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Carlos Vasques,Brazil,,,Marlon Rodrigues,Brazil,,,1.0,2020-12-19T16:30:00,2,0,24,17,12,8,12,9,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Xicote Simplicio Uchoa,Brazil,,,1.0,2020-12-19T16:30:00,2,0,24,11,12,3,12,8,0,0
Porto Alegre Challenger Cup,SinglesFree,Rodrigo  Alvim,Brazil,,,Leonardo Santana,Brazil,,,1.0,2020-12-19T16:50:00,1,2,28,33,12,9,8,12,8,12
Porto Alegre Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Rodrigo Bento Medeiros,Brazil,,,1.0,2020-12-19T16:50:00,2,0,24,19,12,10,12,9,0,0
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Carlos Vasques,Brazil,,,1.0,2020-12-19T17:10:00,2,0,24,12,12,4,12,8,0,0
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Leonardo Santana,Brazil,,,1.0,2020-12-19T17:30:00,2,0,24,17,12,10,12,7,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Marcos Vieira,Brazil,,,1.0,2020-12-19T17:10:00,2,0,24,15,12,10,12,5,0,0
Porto Alegre Challenger Cup,SinglesFree,Bartlomiej Franczuk,Poland,,,Apor Gyorgydeak,Romania,,,1.0,2020-12-19T17:30:00,0,2,20,24,11,12,9,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Leonardo Lindoso De Almeida,Brazil,,,1.0,2020-12-19T18:00:00,2,0,24,12,12,4,12,8,0,0
Porto Alegre Challenger Cup,SinglesFree,Szabolcs Ilyes,Romania,,,Apor Gyorgydeak,Romania,,,1.0,2020-12-19T18:00:00,0,2,8,24,4,12,4,12,0,0
Porto Alegre Challenger Cup,SinglesFree,Leonardo Lindoso De Almeida,Brazil,,,Szabolcs Ilyes,Romania,,,1.0,2020-12-19T18:30:00,2,1,32,26,8,12,12,8,12,6
Porto Alegre Challenger Cup,SinglesFree,Adrian Duszak,Poland,,,Apor Gyorgydeak,Romania,,,1.0,2020-12-19T19:00:00,2,1,30,26,6,12,12,8,12,6
Porto Alegre Challenger Cup,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,1.0,2020-12-20T14:00:00,0,2,11,24,4,12,7,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Marlon Rodrigues,Brazil,Xicote Simplicio Uchoa,Brazil,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,1.0,2020-12-20T14:00:00,1,2,26,35,5,12,12,11,9,12
Porto Alegre Challenger Cup,DoublesFree,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,Leonardo Santana,Brazil,Marcos Vieira,Brazil,1.0,2020-12-20T14:30:00,2,1,35,28,11,12,12,6,12,10
Porto Alegre Challenger Cup,DoublesFree,Carlos Vasques,Brazil,Jeferson Monteiro Soares,Brazil,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,1.0,2020-12-20T14:30:00,0,2,15,24,7,12,8,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,1.0,2020-12-20T15:00:00,2,0,24,7,12,4,12,3,0,0
Porto Alegre Challenger Cup,DoublesFree,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,1.0,2020-12-20T15:40:00,0,2,15,24,6,12,9,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Alexsandro Abreu Martins,Brazil,Leonardo Silva Da Silveira,Brazil,Joao Pedro Nunes Sonda,Brazil,Leonardo Lindoso De Almeida,Brazil,1.0,2020-12-20T17:00:00,0,2,14,24,8,12,6,12,0,0
Porto Alegre Challenger Cup,DoublesFree,Matheus  Ferraz,Brazil,Rodrigo Bento Medeiros,Brazil,Apor Gyorgydeak,Romania,Szabolcs Ilyes,Romania,1.0,2020-12-20T18:00:00,0,2,17,24,6,12,11,12,0,0
Polish Challenger Series - Round 4,SinglesFree,Kacper Kaminski,Poland,,,Olaf Powierza,Poland,,,0.0,2020-12-11T10:20:00,0,2,10,24,10,12,0,12,0,0
Polish Challenger Series - Round 4,SinglesFree,Adrian Duszak,Poland,,,Olaf Powierza,Poland,,,0.0,2020-12-11T13:00:00,2,0,24,7,12,3,12,4,0,0
Polish Challenger Series - Round 4,SinglesFree,Adrian Duszak,Poland,,,Kacper Kaminski,Poland,,,0.0,2020-12-11T11:40:00,2,0,24,3,12,0,12,3,0,0
Polish Challenger Series - Round 4,SinglesFree,Marek Pokwap,Poland,,,Olaf Powierza,Poland,,,0.0,2020-12-11T11:20:00,0,2,13,24,12,5,12,8,0,0
Polish Challenger Series - Round 4,SinglesFree,Marek Pokwap,Poland,,,Kacper Kaminski,Poland,,,0.0,2020-12-11T10:40:00,2,0,24,8,12,4,12,4,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Polesiak,Poland,,,Pawel Stanczuk,Poland,,,0.0,2020-12-11T10:00:00,2,0,24,10,12,5,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Krzysztof Mikulski,Poland,,,Jakub Kawalec,Poland,,,0.0,2020-12-11T10:20:00,2,0,24,9,12,1,12,8,0,0
Polish Challenger Series - Round 4,SinglesFree,Krzysztof Mikulski,Poland,,,Pawel Stanczuk,Poland,,,0.0,2020-12-11T11:40:00,2,1,31,31,12,8,6,12,13,11
Polish Challenger Series - Round 4,SinglesFree,Patryk Kaminski,Poland,,,Jakub Kawalec,Poland,,,0.0,2020-12-11T11:20:00,2,0,24,5,12,2,12,3,0,0
Polish Challenger Series - Round 4,SinglesFree,Patryk Kaminski,Poland,,,Krzysztof Mikulski,Poland,,,0.0,2020-12-11T12:00:00,2,0,24,5,12,4,12,1,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Polesiak,Poland,,,Jakub Kawalec,Poland,,,0.0,2020-12-11T12:20:00,2,0,24,11,12,6,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Patryk Kaminski,Poland,,,Karol Polesiak,Poland,,,0.0,2020-12-11T13:00:00,2,0,24,19,12,10,12,9,0,0
Polish Challenger Series - Round 4,SinglesFree,Jakub Kawalec,Poland,,,Pawel Stanczuk,Poland,,,0.0,2020-12-11T12:40:00,2,0,24,19,12,8,12,11,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Polesiak,Poland,,,Krzysztof Mikulski,Poland,,,0.0,2020-12-11T11:00:00,2,0,24,12,12,7,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Patryk Kaminski,Poland,,,Pawel Stanczuk,Poland,,,0.0,2020-12-11T10:40:00,2,0,24,4,12,2,12,2,0,0
Polish Challenger Series - Round 4,SinglesFree,Bartlomiej Franczuk,Poland,,,Przemyslaw Mistrzak,Poland,,,0.0,2020-12-11T10:40:00,2,0,24,18,12,9,12,9,0,0
Polish Challenger Series - Round 4,SinglesFree,Konrad Nowicki,Poland,,,Miroslaw Kosowski,Poland,,,0.0,2020-12-11T10:00:00,2,0,24,7,12,4,12,3,0,0
Polish Challenger Series - Round 4,SinglesFree,Piotr Pinkiewicz,Poland,,,Paulina Lezak,Poland,,,0.0,2020-12-11T10:20:00,2,1,34,32,12,10,10,12,12,10
Polish Challenger Series - Round 4,SinglesFree,Piotr Pinkiewicz,Poland,,,Miroslaw Kosowski,Poland,,,0.0,2020-12-11T13:20:00,1,2,37,39,12,11,11,12,14,16
Polish Challenger Series - Round 4,SinglesFree,Bartlomiej Franczuk,Poland,,,Paulina Lezak,Poland,,,0.0,2020-12-11T12:40:00,2,0,24,12,12,2,12,10,0,0
Polish Challenger Series - Round 4,SinglesFree,Konrad Nowicki,Poland,,,Przemyslaw Mistrzak,Poland,,,0.0,2020-12-11T12:20:00,2,0,24,13,12,6,12,7,0,0
Polish Challenger Series - Round 4,SinglesFree,Bartlomiej Franczuk,Poland,,,Piotr Pinkiewicz,Poland,,,0.0,2020-12-11T14:00:00,2,0,24,12,12,4,12,8,0,0
Polish Challenger Series - Round 4,SinglesFree,Konrad Nowicki,Poland,,,Paulina Lezak,Poland,,,0.0,2020-12-11T13:20:00,2,0,24,11,12,4,12,7,0,0
Polish Challenger Series - Round 4,SinglesFree,Miroslaw Kosowski,Poland,,,Przemyslaw Mistrzak,Poland,,,0.0,2020-12-11T13:00:00,0,2,10,24,6,12,4,12,0,0
Polish Challenger Series - Round 4,SinglesFree,Bartlomiej Franczuk,Poland,,,Konrad Nowicki,Poland,,,0.0,2020-12-11T12:00:00,2,0,24,20,12,10,12,10,0,0
Polish Challenger Series - Round 4,SinglesFree,Piotr Pinkiewicz,Poland,,,Przemyslaw Mistrzak,Poland,,,0.0,2020-12-11T13:40:00,0,2,15,24,7,12,8,12,0,0
Polish Challenger Series - Round 4,SinglesFree,Paulina Lezak,Poland,,,Miroslaw Kosowski,Poland,,,0.0,2020-12-11T13:40:00,2,0,24,19,12,10,12,9,0,0
Polish Challenger Series - Round 4,SinglesFree,Konrad Nowicki,Poland,,,Piotr Pinkiewicz,Poland,,,0.0,2020-12-11T11:00:00,2,0,24,18,12,7,12,11,0,0
Polish Challenger Series - Round 4,SinglesFree,Bartlomiej Franczuk,Poland,,,Miroslaw Kosowski,Poland,,,0.0,2020-12-11T11:20:00,2,0,24,14,12,5,12,9,0,0
Polish Challenger Series - Round 4,SinglesFree,Alan Galecki,Poland,,,Maciej Soldan,Poland,,,0.0,2020-12-11T10:20:00,2,0,24,7,12,3,12,4,0,0
Polish Challenger Series - Round 4,SinglesFree,Jan Ochedalski,Poland,,,Radoslaw Pyffel,Poland,,,0.0,2020-12-11T10:40:00,2,0,24,10,12,3,12,7,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Ziolkowski,Poland,,,Piotr Pacek,Poland,,,0.0,2020-12-11T10:00:00,2,0,24,9,12,4,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Ziolkowski,Poland,,,Radoslaw Pyffel,Poland,,,0.0,2020-12-11T13:00:00,2,1,33,25,12,6,9,12,12,7
Polish Challenger Series - Round 4,SinglesFree,Alan Galecki,Poland,,,Piotr Pacek,Poland,,,0.0,2020-12-11T12:00:00,2,0,24,3,12,1,12,2,0,0
Polish Challenger Series - Round 4,SinglesFree,Jan Ochedalski,Poland,,,Maciej Soldan,Poland,,,0.0,2020-12-11T12:40:00,2,0,24,12,12,5,12,7,0,0
Polish Challenger Series - Round 4,SinglesFree,Alan Galecki,Poland,,,Karol Ziolkowski,Poland,,,0.0,2020-12-11T13:20:00,2,0,24,11,12,6,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Jan Ochedalski,Poland,,,Piotr Pacek,Poland,,,0.0,2020-12-11T14:00:00,2,0,24,13,12,2,12,11,0,0
Polish Challenger Series - Round 4,SinglesFree,Radoslaw Pyffel,Poland,,,Maciej Soldan,Poland,,,0.0,2020-12-11T13:20:00,2,0,24,5,12,3,12,2,0,0
Polish Challenger Series - Round 4,SinglesFree,Alan Galecki,Poland,,,Jan Ochedalski,Poland,,,0.0,2020-12-11T13:40:00,2,0,24,13,12,8,12,5,0,0
Polish Challenger Series - Round 4,SinglesFree,Karol Ziolkowski,Poland,,,Maciej Soldan,Poland,,,0.0,2020-12-11T12:20:00,2,0,24,8,12,5,12,3,0,0
Polish Challenger Series - Round 4,SinglesFree,Piotr Pacek,Poland,,,Radoslaw Pyffel,Poland,,,0.0,2020-12-11T13:40:00,0,2,9,24,1,12,8,12,0,0
Polish Challenger Series - Round 4,SinglesFree,Alan Galecki,Poland,,,Radoslaw Pyffel,Poland,,,0.0,2020-12-11T11:20:00,2,0,24,6,12,4,12,2,0,0
Polish Challenger Series - Round 4,SinglesFree,Jan Ochedalski,Poland,,,Karol Ziolkowski,Poland,,,0.0,2020-12-11T11:40:00,2,0,24,13,12,7,12,6,0,0
Polish Challenger Series - Round 4,SinglesFree,Piotr Pacek,Poland,,,Maciej Soldan,Poland,,,0.0,2020-12-11T11:00:00,2,0,24,16,12,6,12,10,0,0
Polish Challenger Series - Round 4,SinglesFree,Adrian Duszak,Poland,,,Marek Pokwap,Poland,,,0.0,2020-12-11T12:20:00,2,0,24,10,12,3,12,7,0,0
Polish Challenger Series - Round 4,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Jan Ochedalski,Poland,Nicol Bnyamin,Poland,0.0,2020-12-11T15:00:00,2,0,24,10,12,7,12,3,0,0
Polish Challenger Series - Round 4,DoublesMixed,Ewa Kaminska,Poland,Patryk Kaminski,Poland,Karolina Karpinska,Poland,Marek Pokwap,Poland,0.0,2020-12-11T15:40:00,2,0,24,16,12,9,12,7,0,0
Polish Challenger Series - Round 4,DoublesMixed,Karolina Karpinska,Poland,Marek Pokwap,Poland,Jan Ochedalski,Poland,Nicol Bnyamin,Poland,0.0,2020-12-11T14:40:00,2,0,24,20,12,10,12,10,0,0
Polish Challenger Series - Round 4,DoublesMixed,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,Andzelika  Bloch,Poland,Karol Polesiak,Poland,0.0,2020-12-11T15:00:00,2,0,24,15,12,7,12,8,0,0
Polish Challenger Series - Round 4,SinglesFree,Paulina Lezak,Poland,,,Przemyslaw Mistrzak,Poland,,,0.0,2020-12-11T11:40:00,0,2,11,24,4,12,7,12,0,0
Polish Challenger Series - Round 4,DoublesMixed,Bartosz Januszewski,Poland,Paulina Lezak,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,0.0,2020-12-11T15:20:00,2,0,24,8,12,3,12,5,0,0
Polish Challenger Series - Round 4,DoublesMixed,Bartlomiej Franczuk,Poland,Justyna Bartman,Poland,Bartosz Januszewski,Poland,Paulina Lezak,Poland,0.0,2020-12-11T15:20:00,0,2,17,24,8,12,9,12,0,0
Polish Challenger Series - Round 4,DoublesMixed,Andzelika  Bloch,Poland,Karol Polesiak,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,0.0,2020-12-11T14:40:00,1,2,26,35,12,11,10,12,4,12
Polish Challenger Series - Round 4,DoublesMixed,Alicja Bartnicka,Poland,Bartlomiej Franczuk,Poland,Alan Galecki,Poland,Justyna Bartman,Poland,0.0,2020-12-11T14:40:00,2,1,35,32,12,10,11,12,12,10
Polish Challenger Series - Round 4,DoublesMixed,Bartosz Januszewski,Poland,Paulina Lezak,Poland,Andzelika  Bloch,Poland,Karol Polesiak,Poland,0.0,2020-12-11T15:00:00,2,0,24,13,12,4,12,9,0,0
Polish Challenger Series - Round 4,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Karol Ziolkowski,Poland,Przemyslaw Mistrzak,Poland,0.0,2020-12-11T16:20:00,2,0,24,10,12,6,12,4,0,0
Polish Challenger Series - Round 4,DoublesFree,Adrian Duszak,Poland,Bartlomiej Franczuk,Poland,Ewa Kaminska,Poland,Paulina Lezak,Poland,0.0,2020-12-11T16:40:00,2,0,24,4,12,1,12,3,0,0
Polish Challenger Series - Round 4,DoublesFree,Ewa Kaminska,Poland,Paulina Lezak,Poland,Karol Ziolkowski,Poland,Przemyslaw Mistrzak,Poland,0.0,2020-12-11T16:00:00,0,2,16,24,6,12,10,12,0,0
Polish Challenger Series - Round 4,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Alicja Bartnicka,Poland,Justyna Bartman,Poland,0.0,2020-12-11T16:40:00,2,0,24,12,12,4,12,8,0,0
Polish Challenger Series - Round 4,DoublesFree,Maciej Soldan,Poland,Radoslaw Pyffel,Poland,Andzelika  Bloch,Poland,Karolina Karpinska,Poland,0.0,2020-12-11T17:00:00,2,0,24,6,12,3,12,3,0,0
Polish Challenger Series - Round 4,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Maciej Soldan,Poland,Radoslaw Pyffel,Poland,0.0,2020-12-11T17:40:00,2,0,24,9,12,8,12,1,0,0
Polish Challenger Series - Round 4,DoublesFree,Bartosz Januszewski,Poland,Patryk Kaminski,Poland,Andzelika  Bloch,Poland,Karolina Karpinska,Poland,0.0,2020-12-11T16:00:00,2,0,24,9,12,4,12,5,0,0
Polish Challenger Series - Round 4,DoublesFree,Maciej Soldan,Poland,Radoslaw Pyffel,Poland,Alicja Bartnicka,Poland,Justyna Bartman,Poland,0.0,2020-12-11T16:20:00,2,0,24,16,12,5,12,11,0,0
Polish Challenger Series - Round 4,DoublesFree,Franciszek Tusinski,Poland,Jan Ochedalski,Poland,Jakub Kawalec,Poland,Piotr Pacek,Poland,0.0,2020-12-11T16:00:00,2,0,24,8,12,3,12,5,0,0
Polish Challenger Series - Round 4,DoublesFree,Franciszek Tusinski,Poland,Jan Ochedalski,Poland,Konrad Nowicki,Poland,Marek Pokwap,Poland,0.0,2020-12-11T17:20:00,1,2,27,31,12,7,6,12,9,12
Polish Challenger Series - Round 4,DoublesFree,Konrad Nowicki,Poland,Marek Pokwap,Poland,Jakub Kawalec,Poland,Piotr Pacek,Poland,0.0,2020-12-11T16:20:00,2,0,24,5,12,2,12,3,0,0
Polish Challenger Series - Round 4,DoublesFree,Alan Galecki,Poland,Mateusz Twarowski,Poland,Pawel Stanczuk,Poland,Piotr Pinkiewicz,Poland,0.0,2020-12-11T17:00:00,2,0,24,6,12,5,12,1,0,0
Polish Challenger Series - Round 4,DoublesFree,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,Kacper Kaminski,Poland,Karol Polesiak,Poland,0.0,2020-12-11T16:40:00,2,1,29,28,12,8,5,12,12,8
Polish Challenger Series - Round 4,DoublesFree,Alan Galecki,Poland,Mateusz Twarowski,Poland,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,0.0,2020-12-11T17:20:00,2,0,24,4,12,4,12,0,0,0
Polish Challenger Series - Round 4,DoublesFree,Alan Galecki,Poland,Mateusz Twarowski,Poland,Kacper Kaminski,Poland,Karol Polesiak,Poland,0.0,2020-12-11T06:20:00,2,0,24,10,12,3,12,7,0,0
Polish Challenger Series - Round 4,DoublesFree,Krzysztof Mikulski,Poland,Olaf Powierza,Poland,Pawel Stanczuk,Poland,Piotr Pinkiewicz,Poland,0.0,2020-12-11T16:00:00,2,0,24,19,12,9,12,10,0,0
